OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N1.HOG0023163,-36432.042667,-36454.205106,-37764.04268,-36423.257283,-37328.800965,0.12269,0.11853,0.14798,0.12991,0.12228,0.10928
N1.HOG0023164,-9491.676727,-9491.676727,-9485.489595,-9485.489595,-9583.68621,0.31618,0.31618,0.34629,0.23267,0.34629,0.23267
N1.HOG0023165,-7779.761305,-7779.761305,-7771.207402,-7771.207402,-7844.951953,0.32095,0.32095,0.3577,0.19729,0.3577,0.19729
N1.HOG0023170,-12394.116649,-12394.116731,-12388.135826,-12388.135855,-12567.164051,0.31717,0.31713,0.36554,0.26532,0.36541,0.26535
N1.HOG0023174,-44864.774011,-43594.555306,-44129.937373,-43709.44533,-44006.215678,0.10662,0.20287,0.22217,0.1429,0.19946,0.30042
N1.HOG0023175,-64221.847649,-64221.847694,-64221.840169,-64221.840165,-64411.578842,0.4558,0.45574,0.4567,0.45405,0.45679,0.45413
N1.HOG0023176,-22298.553892,-22298.553883,-22281.034949,-22281.034949,-23151.328845,0.08077,0.08077,0.09089,0.0528,0.09089,0.0528
N1.HOG0023180,-51588.74076,-42278.069435,-43062.091529,-42141.3786,-43474.47724,2.12422,0.04434,0.09506,0.02941,0.06985,0.03027
N1.HOG0023185,-35883.682889,-35883.682889,-35862.62773,-35862.627731,-36476.270874,0.31467,0.31467,0.3589,0.25994,0.3589,0.25994
N1.HOG0023186,-35550.186056,-35550.185203,-35515.519148,-35515.519247,-36368.62856,0.16224,0.16239,0.18063,0.10858,0.18067,0.10865
N1.HOG0023187,-61165.455542,-61165.455542,-61164.915857,-61164.915857,-61352.914309,0.35996,0.35996,0.36344,0.34282,0.36344,0.34282
N1.HOG0023188,-27025.711987,-27025.711987,-27024.983994,-27024.983994,-27283.933261,0.24502,0.24502,0.24037,0.26008,0.24037,0.26008
N1.HOG0023190,-38947.972048,-38947.972048,-38933.195175,-38933.195175,-39553.308738,0.28566,0.28566,0.31687,0.24274,0.31687,0.24274
N1.HOG0023191,-10240.175205,-10240.175206,-10239.610664,-10239.610663,-10716.130654,0.05701,0.057,0.06035,0.05148,0.06036,0.05147
N1.HOG0023195,-20534.857342,-20534.857228,-20519.759904,-20519.759899,-20990.832876,0.09117,0.09119,0.09896,0.05115,0.09897,0.05118
N1.HOG0023196,-28644.261858,-28644.261859,-28632.469334,-28632.469334,-29245.34336,0.15665,0.15665,0.16765,0.11838,0.16765,0.11838
N1.HOG0023205,-34315.365248,-34315.365248,-34302.682419,-34302.682419,-34807.271115,0.19895,0.19895,0.21171,0.15237,0.21171,0.15237
N1.HOG0023208,-31146.957253,-31146.957254,-31144.093066,-31144.093065,-31496.006707,0.20227,0.20228,0.20885,0.17695,0.20885,0.17697
N1.HOG0023216,-6073.066673,-6073.182364,-6080.041251,-6072.623816,-6408.385573,0.04224,0.04148,0.05541,0.03797,0.05114,0.03356
N1.HOG0023217,-76434.77152,-76434.77152,-76422.683149,-76422.683149,-77072.228751,0.26759,0.26758,0.27808,0.22342,0.27808,0.22342
N1.HOG0023218,-15877.19617,-15877.19617,-15872.556659,-15872.556659,-16154.029541,0.165,0.165,0.17415,0.13198,0.17415,0.13198
N1.HOG0023220,-23225.574723,-23225.574724,-23224.604355,-23224.604389,-23395.874071,0.27397,0.27397,0.26752,0.29667,0.26761,0.29656
N1.HOG0023222,-23971.771796,-23971.761246,-23941.202785,-23941.201183,-24451.643407,0.13204,0.13242,0.14818,0.06583,0.14805,0.06582
N1.HOG0023229,-38466.039363,-38466.039363,-38464.123985,-38464.123985,-39077.89264,0.25659,0.25659,0.26611,0.24125,0.26611,0.24125
N1.HOG0023232,-26876.967977,-25332.468274,-25519.818482,-25354.615641,-25345.166829,1.36221,0.50009,0.39503,0.28903,0.40778,0.89825
N1.HOG0023240,-22768.289487,-22768.289487,-22767.044546,-22767.044546,-22947.807614,0.38211,0.38211,0.40293,0.35927,0.40293,0.35927
N1.HOG0023245,-51116.332475,-51116.332475,-51113.695458,-51113.695458,-51609.624446,0.33881,0.33881,0.35407,0.31858,0.35407,0.31857
N1.HOG0023249,-7101.450927,-7101.450927,-7100.074904,-7100.074904,-7208.085153,0.23968,0.23968,0.25519,0.20703,0.2552,0.20704
N1.HOG0023250,-52365.847142,-52365.839555,-52341.273063,-52341.271738,-53207.961141,0.30585,0.3057,0.34889,0.25769,0.34928,0.25773
N1.HOG0023257,-63086.452711,-63077.84482,-63254.959152,-63162.541317,-66132.212924,0.22247,0.24756,0.27382,0.17658,0.25215,0.35995
N1.HOG0023258,-65614.446008,-65086.318937,-68609.789383,-64944.780101,-67481.051625,0.14188,0.11624,0.1277,2.77271,0.13113,0.05485
N1.HOG0023263,-22718.161502,-22718.161499,-22717.131593,-22717.13159,-23412.780196,0.09817,0.09817,0.10275,0.0909,0.10275,0.09082
N1.HOG0023266,-53963.93503,-53963.93503,-53932.957849,-53932.957849,-54871.679582,0.19142,0.19142,0.20864,0.1386,0.20864,0.13861
N1.HOG0023267,-85966.126105,-85966.126105,-85926.88524,-85926.88524,-86423.101612,0.36474,0.36474,0.38523,0.25924,0.38523,0.25924
N1.HOG0023270,-63496.684706,-63496.684709,-63421.169377,-63421.169377,-64035.56633,0.25654,0.25655,0.27991,0.12963,0.27991,0.12963
N1.HOG0023272,-52666.455328,-52666.455329,-52656.488975,-52656.488974,-53033.120858,0.29783,0.29783,0.31121,0.2436,0.3112,0.24362
N1.HOG0023277,-89917.208872,-89917.208871,-89914.315853,-89914.315851,-90591.012312,0.27979,0.27979,0.28576,0.26024,0.28575,0.2602
N1.HOG0023279,-12666.824489,-12666.824491,-12665.143488,-12665.14344,-12875.86723,0.21504,0.21504,0.23721,0.19326,0.23711,0.19327
N1.HOG0023284,-70250.618329,-70250.618328,-70180.034712,-70180.034749,-71430.425784,0.17438,0.17438,0.1915,0.10707,0.1915,0.10709
N1.HOG0023291,-11123.147358,-11123.147358,-11122.561955,-11122.561956,-11423.374532,0.08914,0.08915,0.09171,0.08035,0.09171,0.08035
N1.HOG0023292,-3810.523909,-3810.523898,-3808.438815,-3808.438686,-4067.226617,0.08311,0.08308,0.10543,0.07051,0.10555,0.07055
N1.HOG0023294,-40416.654411,-40333.087139,-41511.696341,-40265.337594,-41107.047306,0.14139,0.11351,0.32524,0.17521,0.13719,0.10745
N1.HOG0023295,-29460.371618,-29370.990992,-31887.891753,-29549.812603,-30156.281817,0.20466,0.25179,1.66499,2.34123,0.20576,0.29062
N1.HOG0023297,-62065.467398,-57091.348499,-57456.254552,-57603.037917,-58094.036451,1.40347,0.16556,0.21519,0.15528,0.15728,0.1157
N1.HOG0023298,-66960.902824,-66960.902824,-66960.874027,-66960.874028,-67232.003789,0.32696,0.32696,0.32622,0.33009,0.32622,0.33008
N1.HOG0023308,-35646.937635,-35646.937653,-35645.036325,-35645.036108,-36225.83392,0.23956,0.23954,0.25175,0.22477,0.25171,0.22477
N1.HOG0023316,-4953.120958,-4926.273785,-5057.839512,-5386.895613,-5197.322937,0.03573,0.03558,0.0363,2.34689,0.35923,0.52861
N1.HOG0023317,-33109.192157,-33109.192157,-33109.178264,-33109.178264,-33222.134473,0.47832,0.47832,0.47677,0.48135,0.47676,0.48135
N1.HOG0023318,-12611.654499,-12611.654499,-12598.199359,-12598.199359,-12810.623664,0.23034,0.23034,0.25885,0.1551,0.25885,0.1551
N1.HOG0023319,-29885.351769,-29885.351769,-29882.592046,-29882.592046,-29936.345571,0.36544,0.36544,0.35183,0.42852,0.35183,0.42852
N1.HOG0023320,-28196.253799,-28196.253799,-28189.927123,-28189.927124,-28663.13601,0.15613,0.15613,0.16355,0.12602,0.16355,0.12602
N1.HOG0023321,-23813.754784,-23813.754784,-23775.574677,-23775.574677,-24215.429132,0.22265,0.22265,0.25356,0.13298,0.25356,0.13298
N1.HOG0023322,-9932.276664,-9932.276664,-9928.183846,-9928.183846,-10133.136661,0.18161,0.18161,0.1947,0.143,0.1947,0.143
N1.HOG0023324,-13434.435497,-12099.064674,-13026.630451,-11908.674002,-12516.569198,1.30875,0.13679,1.61181,0.08926,0.16124,0.10437
N1.HOG0023325,-93541.125646,-93541.125646,-93491.088787,-93491.088793,-94509.048217,0.19968,0.19968,0.2114,0.13112,0.21138,0.13111
N1.HOG0023326,-18740.999902,-18613.963436,-19044.045269,-19128.276999,-19705.403853,0.05273,0.04917,0.04732,1e-04,0.12164,0.45266
N1.HOG0023330,-26090.980562,-26090.980562,-26084.810112,-26084.810112,-26468.122609,0.17405,0.17405,0.18346,0.13767,0.18346,0.13768
N1.HOG0023331,-20418.377735,-20418.377735,-20380.089761,-20380.089761,-20980.766074,0.16301,0.16301,0.19445,0.09167,0.19445,0.09168
N1.HOG0023335,-34384.461972,-34384.461972,-34359.262175,-34359.262175,-34687.18838,0.11309,0.11309,0.11809,0.04283,0.11809,0.04283
N1.HOG0023337,-75232.515303,-64466.539542,-61657.331686,-68552.602683,-70205.371624,2.00009,0.03416,0.0409,1e-04,0.53421,0.43685
N1.HOG0023342,-69713.399549,-69713.399436,-69648.848084,-69648.848433,-70888.850931,0.20861,0.20859,0.23041,0.13867,0.23042,0.13866
N1.HOG0023343,-25809.581531,-25809.581531,-25801.657353,-25801.657353,-26106.448014,0.24878,0.24878,0.26329,0.19743,0.26329,0.19743
N1.HOG0023344,-50953.533368,-50953.533368,-50908.249878,-50908.249878,-51452.07102,0.25388,0.25388,0.27377,0.15335,0.27377,0.15335
N1.HOG0023345,-43794.61201,-43794.839767,-43779.426279,-43774.270056,-44974.659799,0.10495,0.10392,0.11408,0.07689,0.11235,0.07534
N1.HOG0023348,-23633.142975,-23633.142975,-23631.415403,-23631.415403,-23788.646802,0.46364,0.46364,0.48628,0.43384,0.48628,0.43384
N1.HOG0023349,-56661.454485,-56661.454485,-56649.233245,-56649.233235,-57420.465976,0.28897,0.28897,0.30877,0.2516,0.30877,0.25161
N1.HOG0023350,-70766.556357,-70766.556257,-70685.983508,-70685.983688,-72041.724517,0.15502,0.15498,0.16983,0.08675,0.16985,0.08676
N1.HOG0023351,-55102.30141,-55102.30141,-55064.396498,-55064.396498,-55435.229266,0.36228,0.36228,0.39784,0.24499,0.39784,0.24498
N1.HOG0023355,-36865.460427,-36865.460427,-36848.311483,-36848.311484,-37206.144694,0.25198,0.25198,0.26912,0.17944,0.26912,0.17944
N1.HOG0023365,-16838.484134,-16838.484133,-16836.389202,-16836.389202,-17419.037128,0.12103,0.12103,0.1373,0.10968,0.1373,0.10968
N1.HOG0023371,-16650.557421,-16650.557421,-16646.46907,-16646.46907,-16925.215072,0.27322,0.27322,0.30302,0.2409,0.30303,0.2409
N1.HOG0023375,-17740.416871,-17442.072652,-17574.228551,-17842.103015,-17870.714573,0.13234,0.10361,0.13863,0.05725,0.09234,0.06036
N1.HOG0023380,-28317.982602,-28317.982602,-28309.933651,-28309.933651,-28552.839683,0.30384,0.30384,0.32073,0.24447,0.32073,0.24447
N1.HOG0023383,-30381.977235,-30381.978329,-30379.677078,-30379.678438,-30905.324905,0.10323,0.10325,0.10601,0.08809,0.10594,0.08799
N1.HOG0023385,-31077.051977,-31077.051977,-31074.493752,-31074.493753,-31729.605651,0.19628,0.19628,0.20513,0.18031,0.20513,0.18031
N1.HOG0023386,-17468.809772,-17468.809778,-17468.730805,-17468.730762,-17614.554082,0.25186,0.25189,0.25009,0.25874,0.25008,0.25879
N1.HOG0023391,-34469.372095,-34469.372095,-34450.398622,-34450.398623,-35163.516835,0.10992,0.10992,0.11812,0.07097,0.11811,0.07096
N1.HOG0023393,-57749.619899,-57749.619899,-57749.604465,-57749.604465,-58446.982996,0.17711,0.17711,0.17742,0.17585,0.17743,0.17585
N1.HOG0023395,-14472.365349,-14199.755671,-14331.371122,-14179.666242,-14928.251525,0.0911,0.07324,0.06804,0.14857,0.07949,0.04548
N1.HOG0023399,-16419.129843,-16419.129844,-16349.948129,-16349.948172,-16811.762668,0.14088,0.14088,0.17025,0.03652,0.17022,0.0365
N1.HOG0023402,-82787.568345,-82792.564639,-92557.786078,-89128.539443,-86062.561931,0.13485,0.1504,0.99316,2.31814,0.55666,0.53317
N1.HOG0023407,-14361.001601,-14361.001601,-14360.202374,-14360.202374,-14939.715043,0.12103,0.12103,0.12751,0.11396,0.12752,0.11396
N1.HOG0023413,-17066.420845,-16582.243718,-16483.276865,-17780.316593,-17664.000531,0.10319,0.15974,0.08006,0.02628,0.51071,1.00328
N1.HOG0023415,-7823.425606,-7823.425606,-7822.875065,-7822.875065,-7920.587482,0.2777,0.2777,0.29119,0.25764,0.29119,0.25764
N1.HOG0023417,-36359.721751,-36359.72176,-36343.849811,-36343.84982,-36768.404116,0.33195,0.33196,0.36677,0.27247,0.36669,0.27242
N1.HOG0023418,-9515.254613,-9515.254615,-9492.746629,-9492.746626,-9799.209284,0.13233,0.13235,0.15734,0.06645,0.15734,0.06647
N1.HOG0023420,-9859.142168,-9859.142257,-9852.570165,-9852.566025,-10376.597126,0.04458,0.04457,0.05087,0.02776,0.05068,0.0277
N1.HOG0023421,-22204.503892,-22204.503892,-22203.789369,-22203.789369,-22459.541085,0.20137,0.20137,0.19691,0.21584,0.1969,0.21584
N1.HOG0023423,-33354.677266,-33354.677266,-33353.184714,-33353.184714,-33468.070664,0.44322,0.44322,0.42465,0.47192,0.42465,0.47192
N1.HOG0023425,-12374.913201,-12148.62412,-12214.744112,-13023.197557,-12816.847839,0.05725,0.05141,0.06489,0.01797,0.46284,0.0398
N1.HOG0023433,-25027.894531,-24885.454347,-24899.120063,-25722.526919,-25443.656934,0.10192,0.09635,0.10721,0.05009,0.08029,1.3536
N1.HOG0023435,-11013.163196,-11013.161579,-11388.71399,-11003.363684,-11257.677993,0.14603,0.14606,0.15589,1.80908,0.16125,0.09035
N1.HOG0023436,-7034.85681,-7034.856809,-7034.276321,-7034.27632,-7553.956118,0.04275,0.04275,0.04428,0.03955,0.04429,0.03955
N1.HOG0023438,-10928.634681,-10928.634681,-10927.586325,-10927.586325,-10987.465366,0.40318,0.40318,0.41931,0.36024,0.41931,0.36024
N1.HOG0023441,-25051.003933,-25117.205505,-24963.439362,-24945.52755,-25504.665139,0.10596,0.10514,0.15495,0.09457,0.14864,0.05984
N1.HOG0023444,-41636.452733,-41531.697248,-41642.463736,-41518.863395,-42571.009956,0.2261,0.20046,0.2948,0.19466,0.22547,0.1767
N1.HOG0023445,-22651.922285,-22651.922285,-22651.63676,-22651.636759,-23009.581912,0.16047,0.16047,0.15814,0.1675,0.15814,0.1675
N1.HOG0023447,-7345.328452,-7345.328452,-7345.122914,-7345.122914,-7413.811036,0.33222,0.33222,0.34344,0.3175,0.34344,0.3175
N1.HOG0023455,-82690.913579,-82690.913579,-82689.637712,-82689.637712,-83569.223201,0.24666,0.24666,0.25085,0.23607,0.25085,0.23607
N1.HOG0023456,-15551.41036,-15551.41036,-15543.274592,-15543.274592,-15780.98908,0.23025,0.23025,0.25234,0.17602,0.25234,0.17603
N1.HOG0023457,-20401.5585,-20401.5585,-20400.121747,-20400.121747,-20591.017651,0.24518,0.24518,0.25392,0.21904,0.25392,0.21903
N1.HOG0023458,-12279.529251,-12279.529251,-12279.059111,-12279.059111,-12421.939869,0.35273,0.35273,0.36836,0.33726,0.36835,0.33725
N1.HOG0023467,-43436.804065,-43436.804064,-43428.407434,-43428.407434,-44384.230753,0.23698,0.23698,0.2567,0.2128,0.2567,0.2128
N1.HOG0023468,-21333.007911,-21333.007911,-21331.497307,-21331.497307,-21481.97008,0.43034,0.43034,0.39974,0.45192,0.39973,0.45192
N1.HOG0023475,-10141.839024,-10141.839024,-10141.778523,-10141.778523,-10381.512222,0.2454,0.2454,0.24982,0.24175,0.24982,0.24175
N1.HOG0023477,-16592.39939,-16592.39939,-16591.099863,-16591.099863,-17354.755028,0.07788,0.07788,0.08828,0.07162,0.08828,0.07162
N1.HOG0023486,-16662.412878,-16662.412878,-16645.453521,-16645.453521,-17008.188957,0.13232,0.13232,0.14701,0.07856,0.14701,0.07855
N1.HOG0023488,-16609.330279,-16609.33028,-16604.605714,-16604.605713,-16954.568303,0.0982,0.0982,0.10291,0.07311,0.10292,0.0731
N1.HOG0023489,-15566.557052,-15566.557052,-15554.911146,-15554.911146,-15870.023758,0.16363,0.16363,0.17978,0.11273,0.17978,0.11273
N1.HOG0023490,-45082.485103,-43106.074921,-43176.266226,-44846.620875,-44282.520513,0.13294,0.10381,0.10315,0.05176,0.30268,0.03338
N1.HOG0023503,-17114.832467,-14182.813108,-14406.296203,-15600.639442,-15998.141111,2.00733,0.02013,0.04034,0.02177,0.43157,0.49324
N1.HOG0023504,-54023.522918,-54023.522918,-53990.986208,-53990.986209,-54613.311497,0.24665,0.24666,0.26537,0.17181,0.26538,0.17182
N1.HOG0023505,-33489.701452,-33489.701446,-33467.181391,-33467.181392,-34224.355263,0.14719,0.14719,0.16225,0.10217,0.16226,0.10216
N1.HOG0023506,-104358.011454,-95794.291102,-96136.651891,-97512.567276,-95990.27523,1.75069,0.26594,0.292,0.22125,0.22278,0.4126
N1.HOG0023513,-50279.996285,-50279.996474,-50262.451272,-50262.451921,-50900.122409,0.20079,0.20071,0.21285,0.15047,0.2128,0.15044
N1.HOG0023516,-11257.40393,-11257.403927,-11256.603257,-11256.603257,-11717.475985,0.13709,0.13709,0.14595,0.12882,0.14596,0.12882
N1.HOG0023520,-43111.695773,-43111.695772,-43083.398387,-43083.398345,-43689.076798,0.21022,0.21021,0.22665,0.14465,0.22667,0.14472
N1.HOG0023526,-51780.065751,-46239.670169,-51370.171503,-43149.739626,-45524.345641,2.13327,0.5,1.91872,2.03965,0.07186,0.0228
N1.HOG0023527,-38300.749252,-38300.701785,-38296.249664,-38296.44067,-39191.479751,0.12121,0.12137,0.12677,0.10475,0.12636,0.10734
N1.HOG0023532,-40606.650657,-40606.650649,-40599.178975,-40599.178971,-41024.602972,0.20412,0.20413,0.21147,0.16261,0.21148,0.16263
N1.HOG0023533,-23084.098935,-23084.09891,-23075.482106,-23075.481765,-23571.36059,0.17428,0.17429,0.18701,0.13758,0.18712,0.13759
N1.HOG0023541,-37180.860111,-37180.860135,-37177.838781,-37177.838777,-37780.30538,0.21772,0.21775,0.22863,0.19819,0.22865,0.19821
N1.HOG0023543,-13238.284562,-13238.284562,-13233.970816,-13233.970816,-13332.616301,0.22974,0.22974,0.23946,0.16049,0.23946,0.1605
N1.HOG0023545,-7623.59428,-7623.594254,-7623.441426,-7623.441396,-7666.837899,0.05015,0.05017,0.0497,0.06085,0.0497,0.06089
N1.HOG0023547,-16039.048493,-16039.048493,-16028.996771,-16028.996771,-16221.993688,0.27315,0.27315,0.30556,0.20052,0.30556,0.20052
N1.HOG0023549,-9329.00347,-9329.153244,-9326.268382,-9326.247274,-9620.357402,0.07567,0.07502,0.08123,0.05749,0.08106,0.05766
N1.HOG0023552,-38773.43322,-38773.433222,-38751.750088,-38751.750108,-39388.38331,0.21413,0.21413,0.23305,0.15885,0.23303,0.15883
N1.HOG0023553,-101697.767972,-90445.410666,-90411.68509,-90443.969729,-91440.481233,2.12639,0.18508,0.18699,0.14496,0.17382,0.20255
N1.HOG0023555,-29757.358115,-29757.358115,-29755.320967,-29755.320967,-30134.008779,0.25666,0.25665,0.26563,0.23515,0.26563,0.23515
N1.HOG0023558,-76018.43455,-76018.434561,-75912.972762,-75912.971091,-77282.373516,0.19603,0.19603,0.2194,0.11211,0.21946,0.11222
N1.HOG0023559,-60374.258461,-60375.860305,-61075.889636,-64364.876765,-62981.279634,0.07603,0.07742,0.0694,0.2014,0.05058,0.39932
N1.HOG0023564,-63690.351014,-63690.351019,-63643.251148,-63643.251145,-64746.838783,0.18026,0.18027,0.19716,0.12145,0.19714,0.12143
N1.HOG0023568,-20104.489512,-20104.489512,-20102.494893,-20102.494894,-20573.836259,0.10565,0.10565,0.10948,0.0904,0.10948,0.0904
N1.HOG0023572,-12302.301249,-12302.301557,-12298.660377,-12298.660447,-12648.194688,0.1385,0.13851,0.14995,0.1139,0.14993,0.11381
N1.HOG0023574,-41306.201166,-41263.422814,-41889.07535,-41249.224185,-42271.651545,0.12657,0.10448,0.14099,0.07272,0.1168,0.05661
N1.HOG0023577,-56209.191585,-56226.376345,-56767.412572,-55884.784473,-62469.209983,0.09843,0.09668,0.12547,0.03047,0.10995,0.05818
N1.HOG0023585,-56768.928061,-49777.622044,-49714.698582,-49705.17661,-51688.053806,1.99543,0.14856,0.16664,0.09905,0.1684,0.07764
N1.HOG0023586,-67331.083959,-65903.069699,-65888.038157,-65888.032345,-66801.346942,0.28423,0.21702,0.2233,0.17254,0.22327,0.17359
N1.HOG0023589,-17980.484813,-17980.484818,-17980.427803,-17980.427805,-18221.449175,0.25572,0.2557,0.25759,0.25125,0.2576,0.25125
N1.HOG0023590,-19335.868298,-19335.868075,-19327.198979,-19327.198934,-19582.706108,0.24936,0.24949,0.26947,0.19281,0.26948,0.19281
N1.HOG0023591,-37480.090874,-37480.26438,-37548.753543,-37492.833719,-37934.719334,0.25774,0.25383,0.2843,0.32262,0.25685,0.22376
N1.HOG0023593,-90958.205193,-90958.205192,-90897.176542,-90897.176542,-92306.51697,0.15872,0.15873,0.17114,0.09949,0.17114,0.09949
N1.HOG0023594,-29685.883574,-29685.753458,-30177.337925,-29685.613049,-30413.131833,0.16183,0.16213,0.17984,0.30839,0.16357,0.15855
N1.HOG0023595,-10380.059616,-10380.059616,-10380.054273,-10380.054273,-10438.539818,0.22651,0.22651,0.22692,0.22363,0.22692,0.22363
N1.HOG0023602,-18807.2193,-18807.219301,-18796.051267,-18796.051267,-19108.060708,0.20415,0.20415,0.22033,0.14594,0.22033,0.14594
N1.HOG0023603,-9082.810813,-9082.810813,-9079.519377,-9079.519377,-9321.703563,0.22224,0.22224,0.25164,0.19247,0.25164,0.19247
N1.HOG0023607,-36760.687148,-36760.687148,-36748.253732,-36748.253731,-37538.208641,0.14555,0.14555,0.15519,0.1144,0.15519,0.1144
N1.HOG0023616,-24544.637725,-24544.637725,-24530.976396,-24530.976396,-25169.786249,0.10797,0.10797,0.11834,0.0737,0.11833,0.0737
N1.HOG0023617,-46671.703606,-46671.703606,-46670.313128,-46670.313128,-47167.578331,0.23791,0.23791,0.24268,0.22234,0.24268,0.22234
N1.HOG0023618,-17951.210199,-17951.210199,-17951.163229,-17951.163229,-18083.063962,0.41551,0.41551,0.41082,0.42014,0.41082,0.42015
N1.HOG0023620,-20313.598292,-20313.598292,-20308.853547,-20308.853547,-20582.930736,0.21758,0.21757,0.22825,0.17744,0.22825,0.17744
N1.HOG0023621,-14211.145374,-14211.145374,-14210.217486,-14210.217486,-14364.537364,0.30845,0.30845,0.31931,0.28537,0.31931,0.28537
N1.HOG0023622,-13750.599652,-13750.599625,-13735.813157,-13735.812826,-14188.928424,0.1132,0.11323,0.13153,0.07065,0.1315,0.07049
N1.HOG0023623,-36279.69714,-36279.69714,-36252.352109,-36252.352108,-37228.26878,0.09129,0.09128,0.09986,0.0546,0.09986,0.0546
N1.HOG0023625,-23407.456205,-23407.456209,-23405.471277,-23405.471353,-23886.98648,0.18779,0.18778,0.19537,0.17089,0.19537,0.17086
N1.HOG0023628,-70249.458793,-70249.458795,-70228.704885,-70228.704884,-70958.627823,0.25947,0.25946,0.27335,0.20541,0.27334,0.20541
N1.HOG0023630,-63667.148774,-63667.14874,-63607.014828,-63607.014295,-64108.913752,0.28146,0.28151,0.30255,0.14727,0.30261,0.14718
N1.HOG0023631,-52888.965019,-52888.965019,-52887.508126,-52887.508126,-53115.725121,0.41498,0.41498,0.4234,0.38979,0.4234,0.38979
N1.HOG0023634,-27668.695152,-27668.695148,-27654.61581,-27654.6158,-27923.872151,0.34058,0.34061,0.37282,0.26474,0.37282,0.26481
N1.HOG0023636,-35889.716482,-35889.716482,-35886.478465,-35886.478464,-36608.673321,0.18916,0.18916,0.19674,0.17152,0.19674,0.17153
N1.HOG0023639,-56449.379015,-56449.379015,-56449.1449,-56449.1449,-56537.189756,0.48343,0.48343,0.48737,0.46728,0.48737,0.46727
N1.HOG0023640,-6430.773709,-6430.773709,-6430.468278,-6430.468278,-6613.71138,0.20105,0.20105,0.18148,0.20815,0.18148,0.20816
N1.HOG0023647,-56413.813026,-55410.266523,-57130.619836,-55383.113766,-56161.421447,0.16614,0.13985,0.13334,4.49563,0.1452,0.08063
N1.HOG0023651,-21848.821682,-21848.821682,-21834.296292,-21834.296292,-21956.906607,0.24766,0.24766,0.25952,0.1257,0.25951,0.12571
N1.HOG0023652,-19345.987521,-19345.987521,-19336.995193,-19336.995193,-19763.558062,0.16327,0.16327,0.17847,0.12439,0.17848,0.1244
N1.HOG0023653,-22699.665642,-22699.665642,-22696.255876,-22696.255876,-23119.417522,0.19858,0.19858,0.20792,0.17365,0.20793,0.17365
N1.HOG0023654,-7411.645554,-7411.645554,-7408.079439,-7408.079439,-7539.448887,0.16856,0.16856,0.18215,0.12371,0.18215,0.12371
N1.HOG0023656,-27946.179847,-27946.179842,-27944.360688,-27944.360686,-28132.826565,0.25497,0.25496,0.25983,0.22275,0.25984,0.22273
N1.HOG0023659,-14001.402046,-14001.402046,-13991.510226,-13991.51023,-14415.04854,0.13728,0.13728,0.15564,0.10058,0.15565,0.10057
N1.HOG0023661,-33699.701884,-33737.86479,-33760.183778,-33733.139953,-34138.5649,0.25333,0.22749,0.29853,0.23948,0.27036,0.24893
N1.HOG0023666,-14734.062484,-14734.062484,-14732.651456,-14732.651456,-14868.505544,0.29829,0.29829,0.31052,0.26623,0.31052,0.26623
N1.HOG0023667,-25688.21856,-26410.232311,-26604.01576,-25682.333237,-25942.006522,0.18531,0.5,0.21439,0.17513,0.19482,0.13689
N1.HOG0023668,-6888.540623,-6888.540623,-6888.524355,-6888.524355,-7080.656307,0.10955,0.10955,0.11021,0.10766,0.11021,0.10766
N1.HOG0023669,-8762.173701,-8762.173701,-8752.489182,-8752.489182,-8837.840841,0.23341,0.23341,0.25132,0.11591,0.25132,0.11591
N1.HOG0023670,-13084.023005,-11478.247122,-11904.050629,-11445.134488,-11738.979675,1.83691,0.17028,0.25324,0.13228,0.20047,0.06498
N1.HOG0023671,-13705.174709,-14241.636217,-13818.076129,-13603.590286,-13961.505119,0.0715,0.41404,0.1285,0.13182,0.09199,0.09732
N1.HOG0023673,-38009.435265,-38009.435265,-38009.431912,-38009.431913,-38275.523623,0.29542,0.29541,0.29501,0.29643,0.29501,0.29643
N1.HOG0023674,-10450.964948,-10450.964948,-10450.892835,-10450.892835,-10543.641144,0.23425,0.23425,0.23228,0.24233,0.23228,0.24233
N1.HOG0023675,-10256.811134,-10256.811129,-10255.349576,-10255.349658,-10440.864348,0.23464,0.23467,0.24895,0.21109,0.24901,0.21101
N1.HOG0023680,-42877.330525,-42832.704864,-42901.982638,-42813.428398,-43545.113369,0.16645,0.18505,0.27932,0.16331,0.1745,0.16733
N1.HOG0023681,-8327.843398,-8243.015982,-9910.380524,-9007.583242,-8793.686605,0.03846,0.02818,2.38196,0.00424,0.51183,0.00741
N1.HOG0023699,-25441.543369,-25426.987025,-25418.530242,-25419.254691,-25987.740716,0.19719,0.1854,0.20248,0.17632,0.20111,0.16879
N1.HOG0023700,-19728.251687,-19728.251687,-19728.251604,-19728.251604,-19833.409955,0.34522,0.34522,0.34531,0.34496,0.34531,0.34496
N1.HOG0023703,-26143.467363,-22045.967214,-21885.32172,-23499.435837,-22624.257235,1.64126,0.10415,0.11046,0.09004,0.46371,0.43424
N1.HOG0023704,-30950.097063,-28952.96208,-28940.28984,-28987.936967,-29291.093972,2,0.30141,0.34528,0.28435,0.3066,0.26051
