OG,Background,Foreground,WE,TAG
N1.HOG0012324,0.29257,0.22551,0.22551,0.22551
N1.HOG0012330,0.19092,0.12467,0.12467,0.12467
N1.HOG0012342,0.19757,0.10571,0.10571,0.10571
N1.HOG0012357,0.14313,0.07206,0.04414,0.13252
N1.HOG0012364,0.1598,0.10507,0.09586,0.11005
N1.HOG0012370,0.33017,0.28586,0.28586,0.28586
N1.HOG0012371,0.20029,0.13346,0.11672,0.12781
N1.HOG0012372,0.30411,0.22082,0.20741,0.37905
N1.HOG0012374,0.15497,0.32316,0.41207,0.10474
N1.HOG0012380,0.34015,0.23126,0.23126,0.23126
N1.HOG0012381,0.23122,0.16817,0.16817,0.16817
N1.HOG0012400,0.18141,0.08268,0.08268,0.08268
N1.HOG0012404,0.2083,0.1811,0.221,0.11138
N1.HOG0012406,0.33368,0.26247,0.23032,0.31926
N1.HOG0012441,0.20944,0.18512,0.16929,0.22104
N1.HOG0012457,0.12521,0.06786,0.06786,0.06786
N1.HOG0012477,0.13774,0.09025,0.06592,0.11733
N1.HOG0012492,0.14363,0.084,0.084,0.084
N1.HOG0012512,0.35459,0.28648,0.28648,0.28648
N1.HOG0012513,0.33628,0.27513,0.29275,0.2219
N1.HOG0012526,0.20292,0.12474,0.10882,0.17044
N1.HOG0012538,0.26075,0.14739,0.14739,0.14739
N1.HOG0012545,0.2477,0.1904,0.1904,0.1904
N1.HOG0012552,0.21229,0.10656,0.06627,0.21788
N1.HOG0012569,0.20674,0.0803,0.06429,0.12267
N1.HOG0012570,0.21628,0.15617,0.15617,0.15617
N1.HOG0012577,0.24401,0.15559,0.13487,0.17701
N1.HOG0012602,0.08547,0.06977,0.06293,0.08196
N1.HOG0012606,0.11947,0.06794,0.05353,0.0857
N1.HOG0012607,0.22308,0.16292,0.13644,0.18954
N1.HOG0012609,0.2975,0.18598,0.14613,0.21587
N1.HOG0012616,0.22253,0.14226,0.14226,0.14226
N1.HOG0012617,0.21087,0.14699,0.14699,0.14699
N1.HOG0012625,0.16182,0.06422,0.06422,0.06422
N1.HOG0012629,0.35897,0.19138,0.19138,0.19138
N1.HOG0012631,0.22577,0.10648,0.10648,0.10648
N1.HOG0012635,0.27865,0.17368,0.17368,0.17368
N1.HOG0012646,0.26281,0.18499,0.19357,0.15107
N1.HOG0012658,0.19197,0.14663,0.13288,0.14998
N1.HOG0012663,0.1059,0.07064,0.07064,0.07064
N1.HOG0012664,0.16422,0.11001,0.11001,0.11001
N1.HOG0012665,0.17241,0.12977,0.12977,0.12977
N1.HOG0012689,0.2757,0.23731,0.23731,0.23731
N1.HOG0012693,0.18372,0.13723,0.13723,0.13723
N1.HOG0012730,0.24044,0.16512,0.16512,0.16512
N1.HOG0012733,0.2354,0.17316,0.17316,0.17316
N1.HOG0012741,0.26618,0.19678,0.19678,0.19678
N1.HOG0012744,0.22497,0.13854,0.10657,0.14475
N1.HOG0012746,0.37067,0.28731,0.28731,0.28731
N1.HOG0012751,0.22841,0.16121,0.11259,0.23216
N1.HOG0012752,0.24524,0.18999,0.18999,0.18999
N1.HOG0012754,0.27271,0.21672,0.21672,0.21672
N1.HOG0012755,0.34133,0.16818,0.16818,0.16818
N1.HOG0012756,0.37234,0.23022,0.23022,0.23022
N1.HOG0012757,0.22937,0.11721,0.11721,0.11721
N1.HOG0012760,0.34329,0.45587,0.45587,0.45587
N1.HOG0012775,0.24591,0.10282,0.10282,0.10282
N1.HOG0012778,0.1323,0.09354,0.07695,0.11369
N1.HOG0012792,0.36652,0.21275,0.25569,0.04136
N1.HOG0012795,0.12657,0.0598,0.0598,0.0598
N1.HOG0012812,0.35883,0.22378,0.22378,0.22378
N1.HOG0012813,0.24644,0.15923,0.13642,0.18794
N1.HOG0012814,0.24837,0.14374,0.11916,0.41913
N1.HOG0012820,0.22047,0.16566,0.13426,0.28688
N1.HOG0012822,0.29086,0.21179,0.21179,0.21179
N1.HOG0012842,0.2641,0.20569,0.20569,0.20569
N1.HOG0012844,0.24861,0.17797,0.17797,0.17797
N1.HOG0012848,0.162,0.20533,0.10455,0.25467
N1.HOG0012851,0.32316,0.18124,0.09152,0.32927
N1.HOG0012855,0.07546,0.04076,0.04076,0.04076
N1.HOG0012859,0.26274,0.19809,0.15618,0.1985
N1.HOG0012861,0.36389,0.27216,0.27216,0.27216
N1.HOG0012866,0.19558,0.1492,0.1492,0.1492
N1.HOG0012871,0.21034,0.11192,0.11192,0.11192
N1.HOG0012873,0.19852,0.28938,0.28938,0.28938
N1.HOG0012894,0.34731,0.22921,0.19042,0.29186
N1.HOG0012900,0.24476,0.18829,0.15074,0.18398
N1.HOG0012905,0.21921,0.17313,0.19324,0.10639
N1.HOG0012916,0.26519,0.17102,0.14863,0.15493
N1.HOG0012918,0.22391,0.15487,0.11341,0.16805
N1.HOG0012923,0.24471,0.17267,0.17267,0.17267
N1.HOG0012929,0.30894,0.16923,0.19849,0.07577
N1.HOG0012931,0.33093,0.23661,0.23661,0.23661
N1.HOG0012932,0.32628,0.17579,0.11388,0.25874
N1.HOG0012955,0.26712,0.18244,0.20507,0.11897
N1.HOG0012956,0.25098,0.19556,0.18035,0.21577
N1.HOG0012980,0.23407,0.17055,0.17055,0.17055
N1.HOG0012981,0.19672,0.15794,0.15794,0.15794
N1.HOG0012993,0.3469,0.257,0.257,0.257
N1.HOG0012994,0.34109,0.19908,0.19908,0.19908
N1.HOG0013000,0.40018,0.33516,0.36168,0.24
N1.HOG0013001,0.34116,0.21896,0.21896,0.21896
N1.HOG0013013,0.26693,0.20411,0.17286,0.2345
N1.HOG0013014,0.26742,0.16296,0.16296,0.16296
N1.HOG0013015,0.24553,0.1004,0.1004,0.1004
N1.HOG0013032,0.1199,0.07725,0.07725,0.07725
N1.HOG0013036,0.24604,0.13075,0.13075,0.13075
N1.HOG0013038,0.23341,0.15538,0.15538,0.15538
N1.HOG0013039,0.28991,0.23064,0.23064,0.23064
N1.HOG0013040,0.20882,0.24156,0.24156,0.24156
N1.HOG0013042,0.3047,0.17682,0.17682,0.17682
N1.HOG0013058,0.48028,0.26499,0.26499,0.26499
N1.HOG0013096,0.27347,0.21351,0.21351,0.21351
N1.HOG0013100,0.2307,0.14642,0.14642,0.14642
N1.HOG0013101,0.25335,0.19972,0.19972,0.19972
N1.HOG0013109,0.37013,0.31455,0.31455,0.31455
N1.HOG0013124,0.19345,0.11959,0.11344,0.10784
N1.HOG0013128,0.3159,0.14199,0.11546,0.16529
N1.HOG0013134,0.11536,0.07684,0.08373,0.05314
N1.HOG0013138,0.52409,0.43476,0.43476,0.43476
N1.HOG0013140,0.24055,0.19173,0.20507,0.14818
N1.HOG0013144,0.3053,0.25069,0.25069,0.25069
N1.HOG0013146,0.26851,0.14019,0.05973,0.19602
N1.HOG0013149,0.23034,0.16139,0.13817,0.16815
N1.HOG0013150,0.26037,0.11148,0.11148,0.11148
N1.HOG0013151,0.2091,0.14832,0.13689,0.15455
N1.HOG0013157,0.34574,0.27074,0.26057,0.17644
N1.HOG0013176,0.37497,0.26896,0.26896,0.26896
N1.HOG0013181,0.30638,0.20153,0.20153,0.20153
N1.HOG0013188,0.27855,0.16985,0.14561,0.19498
N1.HOG0013191,0.39018,0.19652,0.19652,0.19652
N1.HOG0013193,0.20999,0.15559,0.13244,0.17515
N1.HOG0013210,0.07648,0.05946,0.05946,0.05946
N1.HOG0013211,0.14276,0.08311,0.08311,0.08311
N1.HOG0013212,0.17891,0.13416,0.10372,0.17519
N1.HOG0013213,0.33266,0.21411,0.21411,0.21411
N1.HOG0013221,0.34182,0.28274,0.28274,0.28274
N1.HOG0013232,0.29273,0.2373,0.2373,0.2373
N1.HOG0013236,0.36236,0.26212,0.26212,0.26212
N1.HOG0013239,0.09702,0.06736,0.0463,0.08947
N1.HOG0013242,0.20398,0.11469,0.11469,0.11469
N1.HOG0013244,0.41112,0.30097,0.30097,0.30097
N1.HOG0013245,0.30557,0.25309,0.25309,0.25309
N1.HOG0013252,0.18745,0.12974,0.11022,0.16329
N1.HOG0013264,0.23849,0.16734,0.16734,0.16734
N1.HOG0013268,0.28913,0.23056,0.23056,0.23056
N1.HOG0013293,0.24458,0.19537,0.19537,0.19537
N1.HOG0013301,0.1359,0.09001,0.09001,0.09001
N1.HOG0013304,0.332,0.22571,0.22571,0.22571
N1.HOG0013309,0.15681,0.17961,0.18552,0.08659
N1.HOG0013311,0.12409,0.09002,0.09002,0.09002
N1.HOG0013319,0.24953,0.0941,0.0941,0.0941
N1.HOG0013321,0.19963,0.14229,0.12972,0.12651
N1.HOG0013330,0.28712,0.15838,0.13084,0.2196
N1.HOG0013345,0.29742,0.23468,0.23468,0.23468
N1.HOG0013350,0.20612,0.10311,0.10311,0.10311
N1.HOG0013353,0.31778,0.19335,0.19335,0.19335
N1.HOG0013355,0.13295,0.04816,0.04816,0.04816
N1.HOG0013357,0.26876,0.18307,0.18307,0.18307
N1.HOG0013358,0.17675,0.11932,0.11932,0.11932
N1.HOG0013367,0.41934,0.2974,0.2974,0.2974
N1.HOG0013389,0.38017,0.2991,0.32008,0.23485
N1.HOG0013394,0.26948,0.35777,0.35777,0.35777
N1.HOG0013400,0.31144,0.20939,0.20939,0.20939
N1.HOG0013404,0.2197,0.13269,0.10135,0.16246
N1.HOG0013414,0.09398,0.04334,0.04334,0.04334
N1.HOG0013415,0.3329,0.24055,0.24055,0.24055
N1.HOG0013486,0.27555,0.17792,0.17792,0.17792
N1.HOG0013491,0.19686,0.1599,0.17716,0.09621
N1.HOG0013492,0.13266,0.05347,0.05347,0.05347
N1.HOG0013500,0.30296,0.18374,0.17401,0.18463
N1.HOG0013501,0.21569,0.161,0.161,0.161
N1.HOG0013502,0.23588,0.10592,0.10592,0.10592
N1.HOG0013503,0.34412,0.29665,0.29665,0.29665
N1.HOG0013517,0.34238,0.26023,0.26023,0.26023
N1.HOG0013533,0.2168,0.14732,0.14732,0.14732
N1.HOG0013534,0.25424,0.18321,0.18321,0.18321
N1.HOG0013540,0.11721,0.07848,0.05897,0.10103
N1.HOG0013548,0.3002,0.17878,0.17878,0.17878
N1.HOG0013549,0.15362,0.09371,0.09371,0.09371
N1.HOG0013550,0.34137,0.1896,0.1896,0.1896
N1.HOG0013552,0.12045,0.03937,0.01946,0.04125
N1.HOG0013557,0.20332,0.10494,0.10494,0.10494
N1.HOG0013559,0.24035,0.15752,0.12006,0.32726
N1.HOG0013562,0.26606,0.1754,0.1754,0.1754
N1.HOG0013579,0.2918,0.18525,0.18525,0.18525
N1.HOG0013580,0.17352,0.09074,0.09074,0.09074
N1.HOG0013583,0.13447,0.07499,0.07499,0.07499
N1.HOG0013588,0.18841,0.11036,0.11827,0.07851
N1.HOG0013594,0.17972,0.11259,0.09819,0.14108
N1.HOG0013605,0.28345,0.18835,0.18835,0.18835
N1.HOG0013615,0.08587,0.05818,0.05818,0.05818
N1.HOG0013641,0.19357,0.08064,0.07072,0.06825
N1.HOG0013651,0.10619,0.04612,0.04612,0.04612
N1.HOG0013664,0.3239,0.22249,0.22249,0.22249
N1.HOG0013671,0.2574,0.21738,0.21738,0.21738
N1.HOG0013706,0.19361,0.13489,0.10354,0.37346
N1.HOG0013722,0.16743,0.12462,0.12462,0.12462
N1.HOG0013727,0.16775,0.12633,0.12633,0.12633
N1.HOG0013752,0.13647,0.08452,0.08452,0.08452
N1.HOG0013759,0.28695,0.16454,0.16454,0.16454
N1.HOG0013764,0.21803,0.16681,0.16435,0.14838
N1.HOG0013771,0.23588,0.1658,0.1658,0.1658
N1.HOG0013783,0.2795,0.23554,0.23554,0.23554
N1.HOG0013784,0.24287,0.1679,0.15282,0.15681
N1.HOG0013786,0.11518,0.05062,0.03432,0.0436
N1.HOG0013805,0.22562,0.13471,0.13471,0.13471
N1.HOG0013808,0.25176,0.18728,0.18728,0.18728
N1.HOG0013809,0.16033,0.11484,0.11484,0.11484
N1.HOG0013820,0.21821,0.14565,0.14565,0.14565
N1.HOG0013822,0.2537,0.17419,0.17419,0.17419
N1.HOG0013827,0.10082,0.05013,0.04247,0.04323
N1.HOG0013828,0.35844,0.27049,0.27049,0.27049
N1.HOG0013847,0.32749,0.25377,0.25377,0.25377
N1.HOG0013854,0.18056,0.08678,0.08678,0.08678
N1.HOG0013867,0.29035,0.40787,0.45101,0.3156
N1.HOG0013894,0.21241,0.17036,0.17036,0.17036
N1.HOG0013898,0.20089,0.11859,0.13343,0.05142
N1.HOG0013900,0.22085,0.18668,0.18668,0.18668
N1.HOG0013911,0.30686,0.19317,0.19317,0.19317
N1.HOG0013914,0.38628,0.26453,0.26453,0.26453
N1.HOG0013926,0.20127,0.12136,0.12136,0.12136
N1.HOG0013928,0.21503,0.09528,0.09528,0.09528
N1.HOG0013937,0.30784,0.22279,0.22279,0.22279
N1.HOG0013938,0.34349,0.25942,0.25942,0.25942
N1.HOG0013941,0.257,0.20151,0.20151,0.20151
N1.HOG0013943,0.17985,0.10971,0.08562,0.14876
N1.HOG0013945,0.15813,0.12072,0.12475,0.01271
N1.HOG0013951,0.24006,0.1092,0.1092,0.1092
N1.HOG0013971,0.26552,0.19784,0.18168,0.50438
N1.HOG0013983,0.36342,0.31159,0.31159,0.31159
N1.HOG0014000,0.22313,0.16185,0.16185,0.16185
N1.HOG0014001,0.22114,0.16552,0.16552,0.16552
N1.HOG0014002,0.20776,0.13658,0.13658,0.13658
N1.HOG0014010,0.3849,0.25728,0.25728,0.25728
N1.HOG0014013,0.30308,0.20194,0.17546,0.28595
N1.HOG0014025,0.34984,0.29079,0.2833,0.28156
N1.HOG0014038,0.25694,0.18446,0.15606,0.24415
N1.HOG0014039,0.14818,0.09562,0.09562,0.09562
N1.HOG0014046,0.26883,0.11774,0.11774,0.11774
N1.HOG0014047,0.21508,0.09129,0.09129,0.09129
N1.HOG0014050,0.29167,0.17327,0.14409,0.28703
N1.HOG0014052,0.32455,0.24473,0.18045,0.31442
N1.HOG0014057,0.2071,0.15864,0.13208,0.1965
N1.HOG0014058,0.32114,0.22956,0.19715,0.27454
N1.HOG0014061,0.23706,0.17563,0.17563,0.17563
N1.HOG0014070,0.12649,0.06955,0.06955,0.06955
N1.HOG0014071,0.23083,0.1401,0.15207,0.06793
N1.HOG0014109,0.43782,0.3292,0.3292,0.3292
N1.HOG0014116,0.21569,0.17582,0.17582,0.17582
N1.HOG0014120,0.32723,0.2148,0.16942,0.24986
N1.HOG0014126,0.40392,0.21274,0.19939,0.19327
N1.HOG0014147,0.21374,0.17461,0.17461,0.17461
N1.HOG0014148,0.23379,0.1671,0.1671,0.1671
N1.HOG0014150,0.23771,0.30676,0.30676,0.30676
N1.HOG0014154,0.09706,0.07671,0.07671,0.07671
N1.HOG0014163,0.36858,0.32125,0.32125,0.32125
N1.HOG0014178,0.216,0.08779,0.09701,0.02479
N1.HOG0014187,0.07356,0.03489,0.00966,0.07322
N1.HOG0014191,0.18077,0.10644,0.08065,0.13196
N1.HOG0014201,0.28996,0.18416,0.18416,0.18416
N1.HOG0014204,0.24829,0.20416,0.20416,0.20416
N1.HOG0014205,0.20857,0.10906,0.10906,0.10906
N1.HOG0014206,0.20583,0.12405,0.12405,0.12405
N1.HOG0014214,0.26191,0.18569,0.18569,0.18569
N1.HOG0014215,0.12209,0.09088,0.09088,0.09088
N1.HOG0014219,0.33052,0.18693,0.18693,0.18693
N1.HOG0014229,0.28356,0.18567,0.18567,0.18567
N1.HOG0014230,0.31453,0.24001,0.21425,0.26762
N1.HOG0014238,0.24567,0.16009,0.16009,0.16009
N1.HOG0014239,0.28493,0.19895,0.19417,0.18229
N1.HOG0014242,0.24917,0.09866,0.09866,0.09866
N1.HOG0014249,0.14724,0.08265,0.07136,0.09918
N1.HOG0014252,0.13472,0.09547,0.10957,0.06206
N1.HOG0014259,0.38929,0.29335,0.29335,0.29335
N1.HOG0014260,0.2916,0.18939,0.18939,0.18939
N1.HOG0014278,0.16452,0.12508,0.12508,0.12508
N1.HOG0014279,0.27734,0.1633,0.1633,0.1633
N1.HOG0014287,0.26307,0.19188,0.19188,0.19188
N1.HOG0014339,0.24382,0.17954,0.17954,0.17954
N1.HOG0014341,0.26232,0.19276,0.15948,0.31243
N1.HOG0014346,0.14905,0.06901,0.06901,0.06901
N1.HOG0014362,0.1492,0.09222,0.09222,0.09222
N1.HOG0014364,0.30911,0.20053,0.20053,0.20053
N1.HOG0014365,0.27528,0.15384,0.15384,0.15384
N1.HOG0014372,0.18447,0.11328,0.11328,0.11328
N1.HOG0014374,0.27492,0.16955,0.16955,0.16955
N1.HOG0014375,0.26518,0.14996,0.14842,0.13375
N1.HOG0014376,0.20476,0.0884,0.0468,0.15442
N1.HOG0014377,0.20367,0.11892,0.11892,0.11892
N1.HOG0014384,0.17808,0.09884,0.09884,0.09884
N1.HOG0014404,0.38133,0.29494,0.30037,0.27626
N1.HOG0014415,0.18904,0.13981,0.11999,0.16426
N1.HOG0014420,0.23002,0.17625,0.17625,0.17625
N1.HOG0014438,0.20211,0.15985,0.1321,0.1703
N1.HOG0014457,0.06416,0.03727,0.03727,0.03727
N1.HOG0014459,0.1315,0.07381,0.07381,0.07381
N1.HOG0014461,0.1917,0.14204,0.14204,0.14204
N1.HOG0014462,0.24541,0.17818,0.17415,0.16764
N1.HOG0014476,0.38385,0.29587,0.33133,0.16506
N1.HOG0014483,0.19532,0.13799,0.13799,0.13799
N1.HOG0014485,0.24387,0.16373,0.12612,0.23198
N1.HOG0014488,0.132,0.06829,0.06829,0.06829
N1.HOG0014501,0.2614,0.18596,0.18596,0.18596
N1.HOG0014519,0.20097,0.15019,0.12508,0.16583
N1.HOG0014521,0.28645,0.17825,0.17825,0.17825
N1.HOG0014523,0.36247,0.29908,0.31734,0.246
N1.HOG0014532,0.18847,0.12237,0.12237,0.12237
N1.HOG0014548,0.12087,0.06166,0.06166,0.06166
N1.HOG0014552,0.1913,0.03901,0.03901,0.03901
N1.HOG0014556,0.23304,0.16685,0.16685,0.16685
N1.HOG0014558,0.32147,0.25602,0.23177,0.28339
N1.HOG0014582,0.31794,0.22413,0.22413,0.22413
N1.HOG0014586,0.22334,0.14899,0.14899,0.14899
N1.HOG0014587,0.25172,0.13595,0.13595,0.13595
N1.HOG0014613,0.28296,0.23231,0.23231,0.23231
N1.HOG0014633,0.48552,0.38625,0.38625,0.38625
N1.HOG0014662,0.33508,0.29092,0.27817,0.54793
N1.HOG0014668,0.23251,0.15379,0.15379,0.15379
N1.HOG0014676,0.17503,0.13018,0.13018,0.13018
N1.HOG0014680,0.2483,0.18867,0.18867,0.18867
N1.HOG0014682,0.06515,0.04569,0.04569,0.04569
N1.HOG0014688,0.36645,0.27589,0.2579,0.27673
N1.HOG0014689,0.3526,0.26482,0.26482,0.26482
N1.HOG0014723,0.30179,0.20401,0.20401,0.20401
N1.HOG0014724,0.33095,0.2168,0.2168,0.2168
N1.HOG0014730,0.24069,0.1008,0.1008,0.1008
N1.HOG0014734,0.28216,0.24384,0.24384,0.24384
N1.HOG0014739,0.25094,0.15902,0.15902,0.15902
N1.HOG0014741,0.18324,0.13487,0.1189,0.11788
N1.HOG0014743,0.12367,0.04223,0.04223,0.04223
N1.HOG0014746,0.2506,0.08793,0.08793,0.08793
N1.HOG0014753,0.16957,0.13608,0.13608,0.13608
N1.HOG0014756,0.1494,0.10735,0.10735,0.10735
N1.HOG0014773,0.49159,0.35493,0.35493,0.35493
N1.HOG0014774,0.28525,0.19262,0.15075,0.2394
N1.HOG0014776,0.08027,0.05265,0.05265,0.05265
N1.HOG0014778,0.10552,0.03568,0.03568,0.03568
N1.HOG0014785,0.13577,0.06384,0.04553,0.03552
N1.HOG0014798,0.33724,0.26251,0.27882,0.19064
N1.HOG0014802,0.3494,0.22585,0.22585,0.22585
N1.HOG0014803,0.11895,0.06201,0.06201,0.06201
N1.HOG0014805,0.24029,0.07074,0.03305,0.10699
N1.HOG0014806,0.29079,0.20172,0.21814,0.12787
N1.HOG0014808,0.26574,0.18249,0.20404,0.13274
N1.HOG0014811,0.27059,0.08416,0.08416,0.08416
N1.HOG0014826,0.21614,0.17524,0.14396,0.23667
N1.HOG0014834,0.19667,0.07686,0.07686,0.07686
N1.HOG0014835,0.26246,0.09046,0.09046,0.09046
N1.HOG0014837,0.20071,0.10006,0.08918,0.10352
N1.HOG0014844,0.41436,0.31571,0.31571,0.31571
N1.HOG0014845,0.08053,0.05461,0.05461,0.05461
N1.HOG0014868,0.23146,0.17901,0.17901,0.17901
N1.HOG0014869,0.29995,0.22673,0.2223,0.21336
N1.HOG0014877,0.30933,0.22457,0.22457,0.22457
N1.HOG0014880,0.30448,0.20979,0.19775,0.25772
N1.HOG0014881,0.19092,0.14461,0.11639,0.13463
N1.HOG0014886,0.15033,0.06509,0.06509,0.06509
N1.HOG0014896,0.11362,0.07938,0.08669,0.04333
N1.HOG0014961,0.27169,0.2221,0.2221,0.2221
N1.HOG0014964,0.3361,0.21625,0.21625,0.21625
N1.HOG0014983,0.11858,0.09091,0.09091,0.09091
N1.HOG0014988,0.12635,0.08899,0.08899,0.08899
N1.HOG0014992,0.16767,0.06269,0.05354,0.0721
N1.HOG0014994,0.28218,0.1949,0.18066,0.21918
N1.HOG0015016,0.13621,0.04715,0.04715,0.04715
N1.HOG0015021,0.36534,0.2837,0.30352,0.21546
N1.HOG0015023,0.29335,0.18512,0.16023,0.19512
N1.HOG0015024,0.25527,0.17805,0.17805,0.17805
N1.HOG0015029,0.20268,0.14224,0.11434,0.13566
N1.HOG0015031,0.22845,0.1336,0.1336,0.1336
N1.HOG0015048,0.08594,0.02516,0.02516,0.02516
N1.HOG0015060,0.27829,0.2201,0.2201,0.2201
N1.HOG0015064,0.28413,0.22073,0.22073,0.22073
N1.HOG0015065,0.21005,0.14021,0.14021,0.14021
N1.HOG0015067,0.37542,0.22724,0.22724,0.22724
N1.HOG0015068,0.34284,0.25274,0.25274,0.25274
N1.HOG0015082,0.18401,0.14054,0.14054,0.14054
N1.HOG0015083,0.20747,0.14604,0.14604,0.14604
N1.HOG0015085,0.12443,0.05832,0.04132,0.08564
N1.HOG0015090,0.23822,0.14984,0.14984,0.14984
N1.HOG0015117,0.31526,0.1768,0.15767,0.29045
N1.HOG0015121,0.25493,0.20719,0.16931,0.28614
N1.HOG0015124,0.16799,0.1103,0.1103,0.1103
N1.HOG0015126,0.2442,0.16914,0.15636,0.17794
N1.HOG0015136,0.0996,0.05781,0.05781,0.05781
N1.HOG0015143,0.26467,0.19486,0.19486,0.19486
N1.HOG0015157,0.22588,0.12424,0.12424,0.12424
N1.HOG0015161,0.19709,0.06382,0.04813,0.04356
N1.HOG0015162,0.1306,0.01579,0.01579,0.01579
N1.HOG0015163,0.17806,0.10869,0.07298,0.16202
N1.HOG0015164,0.15916,0.11476,0.11476,0.11476
N1.HOG0015167,0.13546,0.05653,0.04407,0.05947
N1.HOG0015183,0.41967,0.31187,0.31187,0.31187
N1.HOG0015184,0.35258,0.23085,0.23085,0.23085
N1.HOG0015205,0.31487,0.23291,0.23291,0.23291
N1.HOG0015209,0.1686,0.11782,0.11782,0.11782
N1.HOG0015213,0.10369,0.06169,0.05031,0.06668
N1.HOG0015214,0.08872,0.0595,0.0595,0.0595
N1.HOG0015217,0.05811,0.02705,0.02705,0.02705
N1.HOG0015225,0.24012,0.20024,0.20024,0.20024
N1.HOG0015249,0.18257,0.09469,0.07778,0.13854
N1.HOG0015253,0.18715,0.14638,0.14638,0.14638
N1.HOG0015254,0.26201,0.17567,0.17567,0.17567
N1.HOG0015256,0.31551,0.21722,0.17405,0.22432
N1.HOG0015258,0.38867,0.27152,0.27152,0.27152
N1.HOG0015267,0.28326,0.20981,0.20981,0.20981
N1.HOG0015268,0.13322,0.09438,0.0764,0.06935
N1.HOG0015269,0.20612,0.15213,0.15213,0.15213
N1.HOG0015270,0.29853,0.18958,0.18958,0.18958
N1.HOG0015283,0.28298,0.16752,0.16752,0.16752
N1.HOG0015298,0.06483,0.03448,0.03448,0.03448
N1.HOG0015316,0.3862,0.27312,0.27312,0.27312
N1.HOG0015317,0.20203,0.13416,0.13416,0.13416
N1.HOG0015318,0.28149,0.15864,0.15864,0.15864
N1.HOG0015322,0.16633,0.1177,0.1177,0.1177
N1.HOG0015325,0.22236,0.11312,0.11312,0.11312
N1.HOG0015327,0.43685,0.29052,0.29052,0.29052
N1.HOG0015330,0.13434,0.09898,0.09898,0.09898
N1.HOG0015342,0.08907,0.0661,0.07688,0.03806
N1.HOG0015355,0.11707,0.076,0.076,0.076
N1.HOG0015356,0.16291,0.0936,0.0936,0.0936
N1.HOG0015357,0.19055,0.11655,0.09871,0.1256
N1.HOG0015359,0.15746,0.10435,0.10435,0.10435
N1.HOG0015360,0.18854,0.11598,0.11598,0.11598
N1.HOG0015361,0.30542,0.22577,0.22577,0.22577
N1.HOG0015365,0.37081,0.30652,0.27162,0.3344
N1.HOG0015377,0.34368,0.28171,0.28171,0.28171
N1.HOG0015382,0.16808,0.11986,0.11986,0.11986
N1.HOG0015396,0.10521,0.06972,0.06541,0.06644
N1.HOG0015399,0.24235,0.11098,0.08602,0.16989
N1.HOG0015401,0.25666,0.08724,0.08724,0.08724
N1.HOG0015405,0.43649,0.35354,0.35354,0.35354
N1.HOG0015408,0.61921,0.50778,0.50778,0.50778
N1.HOG0015414,0.3129,0.22192,0.25512,0.12808
N1.HOG0015430,0.25847,0.15829,0.11519,0.22267
N1.HOG0015438,0.18641,0.0825,0.0825,0.0825
N1.HOG0015452,0.30773,0.25307,0.25307,0.25307
N1.HOG0015453,0.23797,0.14877,0.14877,0.14877
N1.HOG0015467,0.2799,0.19471,0.19471,0.19471
N1.HOG0015468,0.27667,0.21134,0.21134,0.21134
N1.HOG0015505,0.27987,0.22533,0.22533,0.22533
N1.HOG0015509,0.21118,0.15583,0.15583,0.15583
N1.HOG0015515,0.30146,0.20566,0.175,0.41357
N1.HOG0015523,0.26028,0.18912,0.18912,0.18912
N1.HOG0015543,0.21484,0.12992,0.12992,0.12992
N1.HOG0015547,0.28509,0.19833,0.19833,0.19833
N1.HOG0015555,0.20479,0.07818,0.07818,0.07818
N1.HOG0015556,0.44995,0.36486,0.36486,0.36486
N1.HOG0015561,0.21175,0.25499,0.25499,0.25499
N1.HOG0015573,0.50594,0.40518,0.40518,0.40518
N1.HOG0015580,0.10661,0.02752,0.01508,0.06156
N1.HOG0015582,0.18359,0.07341,0.07341,0.07341
N1.HOG0015584,0.11843,0.07689,0.07689,0.07689
N1.HOG0015586,0.22482,0.1315,0.1315,0.1315
N1.HOG0015589,0.37627,0.30854,0.30854,0.30854
N1.HOG0015591,0.18618,0.10492,0.10492,0.10492
N1.HOG0015594,0.2866,0.21432,0.21432,0.21432
N1.HOG0015596,0.21144,0.16495,0.16495,0.16495
N1.HOG0015599,0.30804,0.24581,0.24581,0.24581
N1.HOG0015600,0.27654,0.17496,0.17496,0.17496
N1.HOG0015615,0.19016,0.12889,0.12889,0.12889
N1.HOG0015616,0.42636,0.2895,0.2895,0.2895
N1.HOG0015633,0.23225,0.13283,0.13283,0.13283
N1.HOG0015634,0.212,0.13742,0.13742,0.13742
N1.HOG0015669,0.18308,0.09909,0.09909,0.09909
N1.HOG0015671,0.18923,0.08773,0.08773,0.08773
N1.HOG0015673,0.21322,0.1549,0.1549,0.1549
N1.HOG0015674,0.27314,0.17903,0.15163,0.19564
N1.HOG0015675,0.37753,0.285,0.285,0.285
N1.HOG0015679,0.39188,0.2557,0.2557,0.2557
N1.HOG0015683,0.21676,0.15541,0.13817,0.19152
N1.HOG0015694,0.32697,0.2584,0.2263,0.46773
N1.HOG0015698,0.16757,0.09433,0.09433,0.09433
N1.HOG0015718,0.3063,0.20075,0.20075,0.20075
N1.HOG0015719,0.20952,0.12572,0.12572,0.12572
